Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
ESA,India,1986-01-26,Vega,Active,66.2,Success,1986
NASA,Kazakhstan,1986-03-01,Starship,Retired,,Success,1986
ESA,India,1986-12-13,H-IIA,Active,,Success,1986
Virgin Orbit,USA,1986-09-22,Atlas V,Active,,Success,1986
Virgin Orbit,Japan,1986-11-21,Proton-M,Active,,Success,1986
CASC,Australia,1986-01-20,H-IIA,Active,,Success,1986
Boeing,Japan,1986-02-23,Soyuz-U,Active,,Success,1986
ISRO,India,1986-10-25,Vega,Retired,,Partial Failure,1986
Roscosmos,USA,1986-04-16,Starship,Active,,Success,1986
RVSN USSR,USA,1986-06-26,Proton-M,Retired,677.55,Failure,1986
Northrop,Australia,1986-12-01,Antares,Active,,Success,1986
Arianespace,New Zealand,1986-03-25,PSLV,Active,,Success,1986
Boeing,France,1986-06-11,Soyuz-U,Active,,Failure,1986
Boeing,USA,1986-07-09,Vulcan,Retired,,Success,1986
Virgin Orbit,Kazakhstan,1986-05-11,Delta IV,Active,,Success,1986
Roscosmos,New Zealand,1986-11-26,Ariane 5,Retired,10.36,Success,1986
ISRO,France,1986-06-05,Atlas V,Active,,Partial Failure,1986
Blue Origin,China,1986-09-22,Ariane 5,Active,,Failure,1986
Northrop,Kazakhstan,1986-10-06,Vega,Retired,,Success,1986
Japan JAXA,Australia,1986-02-04,Electron,Retired,,Success,1986
ESA,Australia,1986-04-06,Atlas V,Retired,,Success,1986
Northrop,China,1986-09-17,Atlas V,Retired,,Partial Failure,1986
Japan JAXA,Japan,1986-03-27,Delta IV,Retired,,Success,1986
SpaceX,France,1986-07-23,Starship,Active,,Success,1986
Virgin Orbit,New Zealand,1986-11-19,Delta IV,Active,33.7,Success,1986
Rocket Lab,China,1986-07-17,Vega,Active,129.73,Success,1986
Rocket Lab,India,1986-08-24,Falcon 9,Active,24.28,Success,1986
Rocket Lab,Australia,1986-01-18,Electron,Active,12.66,Partial Failure,1986
CASC,China,1986-09-02,Vega,Retired,,Success,1986
Roscosmos,France,1986-04-26,Proton-M,Retired,4.55,Success,1986
RVSN USSR,China,1986-02-07,Vega,Active,,Success,1986
Rocket Lab,Kazakhstan,1986-10-27,Pegasus XL,Retired,,Success,1986
Northrop,India,1986-05-07,Electron,Active,179.83,Success,1986
ISRO,China,1986-02-03,Electron,Retired,,Success,1986
SpaceX,Russia,1986-06-15,Soyuz-U,Active,,Success,1986
RVSN USSR,China,1987-07-28,Long March 3B,Retired,,Success,1987
Virgin Orbit,Russia,1987-08-17,Vega,Active,,Success,1987
ESA,Japan,1987-11-26,H-IIA,Active,,Success,1987
Virgin Orbit,Kazakhstan,1987-05-16,Pegasus XL,Active,,Success,1987
ISRO,Japan,1987-10-09,Ariane 5,Retired,,Success,1987
Arianespace,Kazakhstan,1987-01-02,PSLV,Active,,Failure,1987
Rocket Lab,Australia,1987-06-18,H-IIA,Active,,Success,1987
RVSN USSR,China,1987-08-05,Vega,Active,,Success,1987
CASC,Kazakhstan,1987-09-22,Antares,Active,97.57,Success,1987
Japan JAXA,China,1987-03-19,Starship,Active,,Success,1987
Japan JAXA,Kazakhstan,1987-10-13,Atlas V,Active,,Failure,1987
Boeing,Russia,1987-11-26,Atlas V,Active,,Failure,1987
Virgin Orbit,France,1987-05-21,Proton-M,Active,105.81,Failure,1987
RVSN USSR,China,1987-06-05,PSLV,Retired,,Success,1987
Blue Origin,China,1987-04-08,Antares,Active,,Success,1987
ESA,USA,1987-12-13,Soyuz-U,Active,,Success,1987
Northrop,Japan,1987-02-12,Vega,Active,114.63,Success,1987
CASC,France,1987-06-19,H-IIA,Retired,86.58,Success,1987
Northrop,New Zealand,1987-09-24,Long March 3B,Retired,,Success,1987
ISRO,France,1987-12-06,Delta IV,Retired,,Success,1987
ISRO,USA,1987-09-15,Vulcan,Retired,565.28,Success,1987
NASA,Kazakhstan,1987-11-24,Soyuz-U,Retired,40.62,Success,1987
RVSN USSR,Japan,1987-12-22,PSLV,Retired,163.23,Success,1987
Virgin Orbit,New Zealand,1987-08-19,Starship,Active,,Success,1987
RVSN USSR,France,1987-11-24,Atlas V,Active,,Success,1987
Japan JAXA,China,1987-10-14,Long March 3B,Active,,Success,1987
Roscosmos,France,1987-07-12,Delta IV,Active,,Success,1987
ULA,USA,1987-11-28,Ariane 5,Active,,Success,1987
Boeing,France,1987-05-20,Pegasus XL,Retired,,Success,1987
Blue Origin,India,1987-11-05,Electron,Retired,,Success,1987
Rocket Lab,USA,1987-09-08,Antares,Active,90.56,Success,1987
ESA,Kazakhstan,1987-11-21,Ariane 5,Retired,,Failure,1987
Rocket Lab,New Zealand,1987-01-14,Starship,Retired,,Success,1987
Blue Origin,Australia,1987-08-17,Vulcan,Retired,,Success,1987
Japan JAXA,Kazakhstan,1987-09-26,Proton-M,Retired,,Success,1987
RVSN USSR,Australia,1987-08-17,Falcon 9,Active,,Success,1987
ULA,Japan,1987-03-06,Vulcan,Retired,162.54,Success,1987
Roscosmos,USA,1987-08-27,Starship,Active,,Success,1987
Rocket Lab,India,1987-12-09,Falcon 9,Active,8.39,Success,1987
ESA,France,1987-05-27,Antares,Active,60.79,Failure,1987
SpaceX,France,1987-07-01,Soyuz-U,Retired,,Success,1987
ISRO,Kazakhstan,1987-10-22,Starship,Retired,,Success,1987
Rocket Lab,India,1987-01-21,Antares,Active,,Success,1987
RVSN USSR,Russia,1987-05-12,Electron,Retired,,Success,1987
Rocket Lab,New Zealand,1987-05-13,Long March 3B,Retired,,Success,1987
RVSN USSR,Japan,1987-10-16,Long March 3B,Active,59.18,Success,1987
ESA,New Zealand,1987-08-25,Electron,Active,,Success,1987
Roscosmos,China,1987-09-10,Atlas V,Active,,Success,1987
Japan JAXA,France,1987-08-20,Long March 3B,Active,,Success,1987
CASC,India,1987-04-15,Vulcan,Active,,Failure,1987
Blue Origin,Japan,1987-11-17,Starship,Active,,Failure,1987
CASC,France,1987-04-09,Electron,Retired,,Failure,1987
CASC,New Zealand,1987-10-04,PSLV,Active,,Success,1987
CASC,China,1987-04-02,Electron,Retired,,Failure,1987
RVSN USSR,Russia,1988-12-05,Long March 3B,Active,,Success,1988
ISRO,France,1988-09-04,Starship,Retired,,Success,1988
Japan JAXA,USA,1988-09-09,Falcon 9,Active,,Success,1988
CASC,Kazakhstan,1988-08-13,Atlas V,Active,,Success,1988
Northrop,China,1988-03-15,Falcon 9,Active,,Success,1988
Boeing,China,1988-08-12,Pegasus XL,Active,,Success,1988
ISRO,India,1988-07-21,Pegasus XL,Retired,,Success,1988
CASC,USA,1988-08-06,Soyuz-U,Active,,Success,1988
Virgin Orbit,China,1988-04-28,Antares,Active,230.98,Success,1988
NASA,New Zealand,1988-10-22,Starship,Retired,,Success,1988
Rocket Lab,USA,1988-11-15,Delta IV,Retired,,Success,1988
Northrop,Australia,1988-09-17,Antares,Active,,Partial Failure,1988
NASA,Australia,1988-10-12,Long March 3B,Retired,,Success,1988
CASC,Kazakhstan,1988-09-04,Vega,Retired,55.18,Success,1988
Arianespace,Japan,1988-03-19,Vega,Active,,Success,1988
ULA,Kazakhstan,1988-03-06,Electron,Active,,Success,1988
Rocket Lab,Japan,1988-07-02,Proton-M,Active,59.24,Success,1988
RVSN USSR,Japan,1988-12-17,Proton-M,Active,8.76,Success,1988
Virgin Orbit,Kazakhstan,1988-11-11,Long March 3B,Active,,Failure,1988
Japan JAXA,USA,1988-06-22,Delta IV,Active,,Success,1988
Roscosmos,China,1988-08-01,Proton-M,Retired,,Success,1988
Virgin Orbit,Russia,1988-08-20,Electron,Retired,26.66,Success,1988
Virgin Orbit,Kazakhstan,1988-06-25,Falcon 9,Active,,Failure,1988
SpaceX,India,1988-06-11,Starship,Retired,,Success,1988
ESA,China,1988-05-03,Soyuz-U,Retired,,Success,1988
Boeing,Kazakhstan,1988-05-16,PSLV,Active,,Success,1988
ISRO,France,1988-12-01,Falcon 9,Active,,Failure,1988
Blue Origin,Kazakhstan,1988-12-11,H-IIA,Active,,Success,1988
Rocket Lab,Australia,1988-09-07,Vega,Retired,,Success,1988
Blue Origin,Russia,1988-12-03,H-IIA,Active,,Success,1988
Roscosmos,Russia,1988-04-03,Antares,Retired,,Success,1988
CASC,Kazakhstan,1988-05-22,H-IIA,Retired,,Success,1988
SpaceX,India,1988-09-22,Vega,Active,,Success,1988
Roscosmos,China,1988-10-11,Vulcan,Active,,Failure,1988
ULA,China,1988-09-17,Falcon 9,Retired,,Success,1988
Japan JAXA,China,1988-07-06,Pegasus XL,Active,44.56,Success,1988
CASC,China,1988-10-20,H-IIA,Active,,Success,1988
Arianespace,China,1988-07-21,Antares,Active,,Success,1988
Boeing,Kazakhstan,1988-05-16,Pegasus XL,Retired,,Success,1988
SpaceX,India,1988-08-02,Vega,Active,,Partial Failure,1988
Arianespace,Russia,1988-12-08,Falcon 9,Retired,,Success,1988
ULA,Japan,1988-05-09,Soyuz-U,Retired,,Success,1988
ESA,Russia,1988-07-27,Starship,Active,,Success,1988
Blue Origin,USA,1988-04-07,Falcon 9,Active,,Success,1988
RVSN USSR,Japan,1988-08-08,Antares,Retired,,Success,1988
Roscosmos,India,1988-06-24,Delta IV,Retired,,Success,1988
SpaceX,China,1988-02-13,Atlas V,Active,,Success,1988
Roscosmos,Japan,1988-02-04,Antares,Active,,Success,1988
Blue Origin,New Zealand,1988-05-10,Soyuz-U,Active,73.49,Partial Failure,1988
CASC,USA,1988-08-12,Delta IV,Active,55.0,Success,1988
Blue Origin,Australia,1988-09-07,Proton-M,Active,,Success,1988
Northrop,Australia,1988-08-03,Vulcan,Retired,,Success,1988
Virgin Orbit,Japan,1988-10-15,Soyuz-U,Retired,13.4,Success,1988
Japan JAXA,USA,1988-12-26,Antares,Active,,Failure,1988
ESA,India,1988-04-02,Delta IV,Active,,Failure,1988
Northrop,Australia,1988-01-23,Starship,Retired,,Success,1988
CASC,Japan,1988-11-04,Starship,Active,,Success,1988
Arianespace,Russia,1988-08-12,Atlas V,Retired,,Success,1988
ISRO,India,1988-08-14,Vega,Active,69.69,Success,1988
ULA,Australia,1988-12-17,Vulcan,Retired,,Failure,1988
Rocket Lab,Kazakhstan,1988-09-16,Starship,Retired,,Failure,1988
ISRO,India,1988-02-06,Electron,Active,10.62,Failure,1988
Japan JAXA,India,1988-08-08,Soyuz-U,Active,28.84,Success,1988
SpaceX,Russia,1988-03-14,Starship,Retired,,Success,1988
ULA,Japan,1988-07-24,PSLV,Active,7.0,Success,1988
NASA,Japan,1988-06-05,Delta IV,Retired,92.42,Success,1988
NASA,Japan,1988-11-26,Delta IV,Retired,,Success,1988
CASC,New Zealand,1988-06-22,H-IIA,Active,,Success,1988
Northrop,Japan,1988-06-20,Falcon 9,Retired,,Success,1988
SpaceX,New Zealand,1988-08-28,Starship,Retired,,Partial Failure,1988
Rocket Lab,New Zealand,1988-12-28,H-IIA,Retired,,Success,1988
Japan JAXA,Kazakhstan,1988-03-01,Starship,Active,,Partial Failure,1988
Rocket Lab,Kazakhstan,1988-12-21,Antares,Retired,,Success,1988
CASC,USA,1988-05-18,PSLV,Active,,Success,1988
Japan JAXA,USA,1988-01-25,H-IIA,Active,,Success,1988
Arianespace,New Zealand,1988-08-14,Electron,Retired,,Success,1988
SpaceX,New Zealand,1988-11-06,Atlas V,Active,,Partial Failure,1988
Northrop,India,1988-03-19,Falcon 9,Retired,,Failure,1988
RVSN USSR,Japan,1988-09-02,Ariane 5,Retired,,Success,1988
Arianespace,Australia,1988-04-10,Delta IV,Active,84.95,Success,1988
Rocket Lab,Russia,1988-10-01,Delta IV,Active,,Success,1988
Blue Origin,Australia,1988-12-09,Long March 3B,Active,,Success,1988
RVSN USSR,India,1988-10-02,Vega,Retired,,Success,1988
ESA,Japan,1988-01-21,Electron,Retired,,Success,1988
NASA,India,1988-07-15,Proton-M,Active,8.39,Success,1988
CASC,Australia,1988-07-06,Pegasus XL,Retired,,Failure,1988
NASA,India,1988-01-27,Antares,Active,,Success,1988
Rocket Lab,China,1988-02-16,Electron,Retired,,Failure,1988
Virgin Orbit,Japan,1988-02-03,Pegasus XL,Active,,Partial Failure,1988
SpaceX,China,1988-03-21,H-IIA,Active,,Success,1988
ESA,Russia,1988-05-25,Long March 3B,Active,,Success,1988
Arianespace,New Zealand,1988-08-06,Electron,Active,,Success,1988
Virgin Orbit,Kazakhstan,1988-01-06,Proton-M,Active,21.97,Success,1988
CASC,New Zealand,1988-07-15,Antares,Active,,Success,1988
RVSN USSR,USA,1988-03-27,Electron,Retired,,Success,1988
Roscosmos,Russia,1989-01-06,Antares,Retired,,Failure,1989
Rocket Lab,Australia,1989-05-28,Proton-M,Retired,,Success,1989
Roscosmos,France,1989-10-23,Vega,Active,,Success,1989
NASA,Russia,1989-05-10,PSLV,Retired,31.99,Success,1989
NASA,China,1989-05-02,PSLV,Retired,,Success,1989
NASA,Japan,1989-11-10,Falcon 9,Active,11.68,Success,1989
Japan JAXA,China,1989-06-18,H-IIA,Active,,Success,1989
Blue Origin,Kazakhstan,1989-10-17,Vulcan,Active,,Success,1989
Northrop,Australia,1989-05-24,Falcon 9,Retired,,Success,1989
Virgin Orbit,USA,1989-03-16,Long March 3B,Active,,Success,1989
ESA,Kazakhstan,1989-10-17,Falcon 9,Active,53.61,Success,1989
ESA,Russia,1989-07-04,H-IIA,Active,129.41,Success,1989
Blue Origin,Australia,1989-03-03,Vulcan,Retired,,Success,1989
Virgin Orbit,India,1989-03-19,Long March 3B,Active,484.8,Success,1989
Northrop,India,1989-06-13,PSLV,Retired,,Success,1989
Virgin Orbit,Kazakhstan,1989-06-11,Ariane 5,Retired,,Success,1989
RVSN USSR,India,1989-07-16,Starship,Active,72.36,Failure,1989
RVSN USSR,Australia,1989-12-27,Electron,Active,,Success,1989
CASC,Russia,1989-12-21,Antares,Active,,Failure,1989
Blue Origin,Russia,1989-09-27,Pegasus XL,Active,35.19,Success,1989
ESA,Japan,1989-10-20,Pegasus XL,Active,,Success,1989
ULA,Kazakhstan,1989-11-03,Electron,Retired,,Failure,1989
Boeing,Australia,1989-05-26,Falcon 9,Active,,Success,1989
Blue Origin,Russia,1989-07-14,Vega,Retired,,Success,1989
CASC,Australia,1989-01-15,H-IIA,Retired,,Success,1989
Arianespace,India,1989-09-16,Antares,Active,,Partial Failure,1989
Boeing,New Zealand,1989-08-10,Ariane 5,Retired,,Success,1989
Japan JAXA,France,1989-01-21,Soyuz-U,Active,,Success,1989
Japan JAXA,India,1989-12-04,H-IIA,Retired,,Success,1989
SpaceX,France,1989-08-24,Falcon 9,Active,,Success,1989
CASC,Russia,1989-04-05,Starship,Active,,Success,1989
ULA,USA,1989-11-24,H-IIA,Active,,Success,1989
Japan JAXA,USA,1989-02-27,PSLV,Active,,Success,1989
ULA,Russia,1989-08-15,Long March 3B,Active,26.04,Success,1989
Japan JAXA,USA,1989-05-05,Electron,Active,14.41,Failure,1989
Rocket Lab,China,1989-04-24,Delta IV,Retired,,Success,1989
Rocket Lab,New Zealand,1989-11-04,H-IIA,Retired,,Success,1989
SpaceX,New Zealand,1989-01-26,Long March 3B,Active,150.66,Success,1989
Virgin Orbit,China,1989-06-08,Vega,Active,,Success,1989
Boeing,USA,1989-06-21,Vega,Active,,Success,1989
ESA,Australia,1989-02-14,Starship,Retired,,Success,1989
CASC,Japan,1989-10-12,PSLV,Retired,,Success,1989
Northrop,Kazakhstan,1989-01-19,Vulcan,Retired,36.21,Failure,1989
Northrop,New Zealand,1989-07-20,Proton-M,Retired,,Success,1989
Roscosmos,Australia,1989-09-27,Atlas V,Retired,389.92,Success,1989
ESA,India,1989-08-23,Proton-M,Active,,Success,1989
RVSN USSR,Kazakhstan,1989-10-17,Electron,Active,111.75,Success,1989
ULA,USA,1989-12-25,Long March 3B,Active,,Partial Failure,1989
ULA,New Zealand,1989-03-02,Ariane 5,Active,,Success,1989
Blue Origin,India,1989-07-02,Delta IV,Retired,,Success,1989
Japan JAXA,USA,1989-11-21,Antares,Active,,Success,1989
Virgin Orbit,France,1989-11-25,Soyuz-U,Retired,,Success,1989
ISRO,India,1989-12-22,Falcon 9,Retired,,Success,1989
ULA,India,1989-02-21,Soyuz-U,Retired,247.52,Success,1989
Blue Origin,France,1989-06-16,H-IIA,Active,,Success,1989
Northrop,Australia,1989-05-27,Starship,Active,,Success,1989
SpaceX,USA,1989-04-04,Pegasus XL,Active,,Failure,1989
Arianespace,USA,1990-07-16,H-IIA,Active,,Success,1990
ULA,China,1990-12-06,PSLV,Retired,629.58,Success,1990
Northrop,China,1990-10-15,Proton-M,Retired,,Success,1990
RVSN USSR,Australia,1990-03-22,Starship,Retired,,Success,1990
Roscosmos,USA,1990-04-20,Vulcan,Active,,Success,1990
ESA,China,1990-05-17,Antares,Retired,,Success,1990
Roscosmos,India,1990-11-18,Soyuz-U,Active,,Success,1990
ULA,USA,1990-05-12,Long March 3B,Active,8.69,Success,1990
Japan JAXA,Russia,1990-04-10,Pegasus XL,Retired,140.58,Success,1990
Rocket Lab,Russia,1990-07-27,Falcon 9,Active,,Success,1990
ULA,China,1990-12-02,Vega,Retired,,Failure,1990
CASC,New Zealand,1990-04-13,H-IIA,Retired,,Success,1990
Rocket Lab,Kazakhstan,1990-09-14,Electron,Active,,Success,1990
Japan JAXA,New Zealand,1990-12-12,Proton-M,Retired,24.17,Success,1990
Blue Origin,Russia,1990-06-26,Starship,Active,17.71,Success,1990
Boeing,Australia,1990-02-18,Atlas V,Retired,,Success,1990
Blue Origin,Russia,1990-05-26,Long March 3B,Retired,552.59,Failure,1990
Japan JAXA,France,1990-11-12,PSLV,Active,,Success,1990
Boeing,USA,1990-11-15,Vega,Retired,,Failure,1990
NASA,USA,1990-12-16,Electron,Active,57.73,Success,1990
ULA,India,1990-10-03,Vega,Active,,Success,1990
Boeing,China,1990-12-24,Delta IV,Active,40.0,Success,1990
Northrop,India,1990-10-02,Ariane 5,Active,,Success,1990
ESA,India,1990-10-21,Soyuz-U,Retired,,Success,1990
Blue Origin,Australia,1990-07-24,Electron,Retired,13.91,Success,1990
Rocket Lab,India,1990-02-04,Soyuz-U,Active,,Success,1990
RVSN USSR,France,1990-08-21,Vega,Active,,Success,1990
Virgin Orbit,Japan,1990-05-06,Electron,Retired,,Success,1990
Boeing,New Zealand,1990-03-16,PSLV,Active,,Success,1990
ISRO,China,1990-06-17,Atlas V,Active,,Success,1990
Northrop,France,1990-02-11,Antares,Retired,,Success,1990
Rocket Lab,Japan,1990-10-19,Vega,Retired,,Success,1990
ESA,Russia,1990-10-02,Atlas V,Retired,,Success,1990
Virgin Orbit,Japan,1990-03-17,Delta IV,Active,,Success,1990
Rocket Lab,Japan,1990-08-12,Antares,Active,,Success,1990
Blue Origin,China,1990-12-07,PSLV,Active,,Failure,1990
Boeing,Kazakhstan,1990-04-27,Soyuz-U,Active,,Success,1990
RVSN USSR,New Zealand,1990-06-19,PSLV,Retired,373.97,Failure,1990
RVSN USSR,India,1990-06-21,Antares,Retired,,Success,1990
Arianespace,Australia,1990-04-18,Soyuz-U,Active,,Success,1990
Japan JAXA,Japan,1990-04-28,Antares,Active,,Success,1990
Rocket Lab,Kazakhstan,1990-03-01,Vega,Retired,,Failure,1990
Boeing,Australia,1990-02-14,Falcon 9,Active,,Success,1990
CASC,Kazakhstan,1990-11-01,Atlas V,Retired,,Success,1990
ESA,USA,1990-06-16,Proton-M,Active,,Success,1990
SpaceX,Australia,1991-06-08,Antares,Retired,,Success,1991
Boeing,Russia,1991-07-04,Long March 3B,Retired,,Success,1991
ISRO,Russia,1991-08-08,Long March 3B,Retired,,Success,1991
ISRO,India,1991-12-05,Starship,Active,,Partial Failure,1991
ULA,Kazakhstan,1991-09-03,Soyuz-U,Retired,,Success,1991
Blue Origin,Australia,1991-09-21,Delta IV,Retired,,Success,1991
Japan JAXA,India,1991-02-04,Vulcan,Retired,,Success,1991
NASA,Kazakhstan,1991-12-19,Vega,Retired,6.39,Success,1991
Boeing,USA,1991-09-27,Falcon 9,Active,,Success,1991
Roscosmos,New Zealand,1991-11-08,Starship,Active,,Success,1991
Roscosmos,India,1991-09-21,Long March 3B,Active,23.18,Success,1991
Northrop,Australia,1991-07-28,Atlas V,Active,,Success,1991
CASC,France,1991-04-13,Falcon 9,Active,224.55,Success,1991
ISRO,Russia,1991-09-20,Ariane 5,Active,96.15,Success,1991
ULA,USA,1991-01-14,Starship,Retired,317.28,Success,1991
ISRO,Australia,1991-10-03,Ariane 5,Retired,,Success,1991
Roscosmos,Japan,1991-02-08,Vega,Retired,146.71,Success,1991
Northrop,China,1991-10-04,Proton-M,Retired,12.52,Success,1991
Boeing,France,1991-06-16,Pegasus XL,Retired,,Partial Failure,1991
Japan JAXA,Kazakhstan,1991-09-16,Antares,Active,,Success,1991
SpaceX,Russia,1991-03-15,PSLV,Active,146.22,Success,1991
Boeing,France,1991-05-17,Vega,Retired,,Success,1991
ISRO,Japan,1991-06-26,Atlas V,Retired,,Success,1991
CASC,Japan,1991-02-08,Vulcan,Retired,,Success,1991
Japan JAXA,Japan,1991-07-09,Delta IV,Active,,Success,1991
CASC,China,1991-12-26,PSLV,Active,18.29,Success,1991
NASA,New Zealand,1991-12-26,Atlas V,Active,52.88,Success,1991
Northrop,USA,1991-02-06,PSLV,Active,,Success,1991
Japan JAXA,India,1991-10-20,Long March 3B,Active,,Success,1991
Roscosmos,Japan,1991-11-28,Antares,Retired,,Success,1991
NASA,France,1991-12-09,Antares,Retired,,Success,1991
Rocket Lab,France,1992-05-26,H-IIA,Retired,6.92,Success,1992
ISRO,India,1992-04-24,Atlas V,Active,,Success,1992
Roscosmos,USA,1992-10-02,Delta IV,Retired,,Success,1992
Blue Origin,India,1992-05-17,Starship,Active,,Success,1992
ESA,USA,1992-12-02,Antares,Active,,Success,1992
Japan JAXA,USA,1992-01-01,H-IIA,Active,,Success,1992
Roscosmos,Russia,1992-07-16,Proton-M,Retired,603.6,Success,1992
Rocket Lab,USA,1992-04-13,Starship,Active,37.75,Failure,1992
ESA,France,1992-09-15,Pegasus XL,Active,50.69,Success,1992
Blue Origin,Kazakhstan,1992-08-20,Pegasus XL,Retired,,Success,1992
Northrop,Japan,1992-02-17,Long March 3B,Active,,Success,1992
Northrop,India,1992-12-21,Vega,Active,,Success,1992
Rocket Lab,Russia,1992-02-11,Proton-M,Retired,,Success,1992
Boeing,Russia,1992-03-02,Pegasus XL,Retired,153.71,Success,1992
CASC,India,1992-04-07,Pegasus XL,Active,,Failure,1992
Virgin Orbit,India,1992-03-15,Proton-M,Active,,Success,1992
Blue Origin,Japan,1992-06-28,H-IIA,Retired,,Success,1992
SpaceX,USA,1992-05-08,Vulcan,Active,,Success,1992
Roscosmos,Japan,1992-03-14,Ariane 5,Active,,Success,1992
ISRO,India,1992-01-08,Falcon 9,Active,139.51,Success,1992
Blue Origin,Russia,1992-08-06,Electron,Active,,Success,1992
CASC,China,1992-08-07,Vulcan,Active,183.5,Failure,1992
ESA,Australia,1992-07-12,Proton-M,Active,,Success,1992
Northrop,India,1992-01-26,H-IIA,Retired,,Success,1992
Virgin Orbit,Kazakhstan,1992-08-06,Electron,Retired,,Success,1992
Rocket Lab,USA,1992-08-11,Starship,Retired,,Success,1992
Northrop,Australia,1992-04-25,Antares,Active,,Success,1992
Rocket Lab,France,1992-08-04,Atlas V,Active,,Success,1992
NASA,India,1992-02-28,Soyuz-U,Active,,Success,1992
Roscosmos,China,1992-04-02,Soyuz-U,Retired,264.47,Success,1992
RVSN USSR,Japan,1992-06-14,Atlas V,Active,208.38,Success,1992
Arianespace,India,1992-07-03,Atlas V,Retired,,Success,1992
NASA,New Zealand,1993-06-14,Starship,Active,,Success,1993
ULA,USA,1993-12-12,Soyuz-U,Retired,27.91,Success,1993
ISRO,France,1993-01-17,Falcon 9,Retired,,Success,1993
Arianespace,USA,1993-07-25,Soyuz-U,Retired,,Success,1993
Blue Origin,India,1993-03-03,Ariane 5,Active,,Failure,1993
NASA,USA,1993-07-15,Vulcan,Active,31.43,Success,1993
Northrop,New Zealand,1993-06-27,Vulcan,Active,,Success,1993
CASC,Australia,1993-07-22,Starship,Active,,Success,1993
ESA,Australia,1993-12-07,Soyuz-U,Active,,Success,1993
NASA,Australia,1993-08-07,H-IIA,Active,154.8,Partial Failure,1993
Boeing,India,1993-04-14,PSLV,Retired,,Success,1993
Virgin Orbit,Russia,1993-02-07,Electron,Active,,Success,1993
Japan JAXA,China,1993-12-21,Delta IV,Active,,Success,1993
Virgin Orbit,India,1993-04-07,Atlas V,Retired,,Success,1993
NASA,Kazakhstan,1993-02-08,Delta IV,Active,,Success,1993
ULA,New Zealand,1993-03-21,Soyuz-U,Retired,,Success,1993
